acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
3373,C_3373,I,A,USD,false,1,0,1000000,82437.66,,bank,Richard,Schroeder,75524 John Center Suite 327,South Amybury,NV,US,43237,Male,1950-03-29,470-09-3584,-105.337129,-8.394928
3374,C_3374,I,A,USD,false,1,0,1000000,72777.01,,bank,Amy,Cowan,0933 Crawford Lane Apt. 248,Tanyaburgh,PR,US,61436,Female,2020-09-09,568-99-6862,31.006822,-65.3793615
3375,C_3375,I,A,USD,false,1,0,1000000,57636.40,,bank,Nancy,Peterson,1191 Reyes Manor Apt. 956,Fullerfort,PA,US,84891,Female,2002-10-24,620-78-7387,-139.428765,-19.3249585
3376,C_3376,I,A,USD,false,1,0,1000000,93877.12,,bank,Patricia,Smith,3283 Marshall Springs Apt. 161,Garyville,MT,US,31717,Female,1929-01-29,219-46-8740,-159.434800,3.0156425
3377,C_3377,I,A,USD,false,1,0,1000000,52154.52,,bank,Nancy,Porter,57087 Savannah Loaf,East Christopher,UT,US,39657,Female,1985-07-27,158-73-0845,126.056109,60.6537995
3378,C_3378,I,A,USD,false,1,0,1000000,55278.61,,bank,Antonio,Diaz,9603 Beth Keys,Port Jenniferchester,AS,US,67843,Male,1910-03-24,648-41-9743,102.882615,80.2112135
3379,C_3379,I,A,USD,false,1,0,1000000,92528.49,,bank,Andrew,Dorsey,30278 Alexis Forge Apt. 602,Mcdonaldbury,MH,US,28638,Male,1928-01-08,557-97-8090,109.022749,52.402687
3380,C_3380,I,A,USD,false,1,0,1000000,64867.84,,bank,Beverly,Moreno,715 Hoffman Harbor,New Jade,GU,US,88557,Female,1964-09-15,146-26-1703,-124.282241,-77.860722
3381,C_3381,I,A,USD,false,1,0,1000000,98230.16,,bank,Sabrina,Simpson,4212 Smith Dam,Port Thomashaven,MP,US,85953,Female,1939-12-01,821-81-9660,22.703666,66.568400
3382,C_3382,I,A,USD,false,1,0,1000000,54983.41,,bank,Jeffrey,Hoover,50243 Brandon Mountains,Andrewfort,GA,US,95652,Male,1945-10-29,646-02-2147,-1.648828,-30.4123325
3383,C_3383,I,A,USD,false,1,0,1000000,50324.11,,bank,Michele,Phillips,22667 Julie Spurs,Williammouth,MI,US,21103,Female,1943-11-20,362-53-4963,18.940554,72.647485
3384,C_3384,I,A,USD,false,1,0,1000000,90179.68,,bank,Douglas,Powell,447 Melissa Run,West Sarah,ND,US,50260,Male,1988-09-15,586-38-6641,122.125237,14.1863225
3385,C_3385,I,A,USD,false,1,0,1000000,90370.52,,bank,Dakota,Ramirez,90499 Kenneth Causeway Apt. 944,New Brandi,MN,US,60261,Male,1918-06-22,444-31-0191,-109.463722,-53.590205
3386,C_3386,I,A,USD,false,1,0,1000000,63839.81,,bank,Richard,Smith,75393 Willis Squares Suite 138,Christopherborough,IN,US,37585,Male,1962-11-11,486-99-1037,-139.798929,84.732630
3387,C_3387,I,A,USD,false,1,0,1000000,63781.18,,bank,Eric,Hernandez,18688 Jones Fords,Castroshire,NJ,US,47096,Male,2020-03-18,775-87-5208,122.647810,54.4490885
3388,C_3388,I,A,USD,false,1,0,1000000,84492.88,,bank,Elizabeth,Acosta,55716 Daniels Causeway Suite 036,South Adamfort,GA,US,93674,Female,2002-12-06,635-26-5729,4.842384,-15.464502
3389,C_3389,I,A,USD,false,1,0,1000000,82430.68,,bank,Brittany,King,2426 William Inlet Apt. 820,Port Billyland,MI,US,98945,Female,1943-02-15,402-08-6126,-98.513862,-2.487025
3390,C_3390,I,A,USD,false,1,0,1000000,93784.59,,bank,Preston,Lang,5738 Cowan Turnpike,Westview,IN,US,86574,Male,1928-06-17,157-51-6808,-157.510618,-22.0303245
3391,C_3391,I,A,USD,false,1,0,1000000,60682.08,,bank,Jennifer,Young,833 Ferguson Plains,Jamesshire,IN,US,16478,Female,1989-09-02,460-74-3817,103.018104,89.429555
3392,C_3392,I,A,USD,false,1,0,1000000,88368.32,,bank,Elizabeth,Richardson,32391 Miller Curve,Kristinfurt,NJ,US,33262,Female,1933-03-02,559-38-5969,34.429343,-52.081497
3393,C_3393,I,A,USD,false,1,0,1000000,73323.14,,bank,Robert,Mullins,11780 Decker Trafficway,Kennethmouth,WA,US,16549,Male,1936-07-31,848-62-7709,-159.833310,15.575039
3394,C_3394,I,A,USD,false,1,0,1000000,85317.72,,bank,Michael,Navarro,544 Rebekah Cape,Gabriellefort,ME,US,97484,Male,2000-03-07,727-62-3779,-70.146853,-67.3206725
3395,C_3395,I,A,USD,false,1,0,1000000,70130.73,,bank,Tiffany,Mccullough,2504 Reed Fords Suite 892,West Markton,RI,US,83437,Female,1941-01-26,690-20-8549,-33.689506,-31.7927915
3396,C_3396,I,A,USD,false,1,0,1000000,52686.62,,bank,Michele,Martinez,709 Crawford Drive Apt. 236,West Brent,TX,US,06853,Female,1912-04-10,746-95-0114,-86.508962,4.795882
3397,C_3397,I,A,USD,false,1,0,1000000,97126.10,,bank,Debra,Crawford,7879 Ryan Fort,New Hayleyton,ID,US,76212,Female,2002-03-19,553-43-3454,-175.032067,9.9078085
3398,C_3398,I,A,USD,false,1,0,1000000,81030.64,,bank,Kristen,Bryant,115 Spears Vista Apt. 948,North Andreaton,MI,US,93305,Female,1966-01-26,501-89-2949,-4.839638,-52.4397005
3399,C_3399,I,A,USD,false,1,0,1000000,89862.88,,bank,April,Holmes,9229 Heather River Apt. 912,Calderonstad,AL,US,13345,Female,1982-01-15,842-50-1115,-49.312368,-71.8512425
3400,C_3400,I,A,USD,false,1,0,1000000,51795.30,,bank,Antonio,Moore,1986 Ferguson Meadow,West Sandra,CA,US,83453,Male,1936-10-19,540-10-6996,-148.793741,50.473062
3401,C_3401,I,A,USD,false,1,0,1000000,51538.41,,bank,Karen,Sullivan,2324 Lisa Knolls,East Mary,MH,US,42527,Female,1958-08-10,329-35-4448,-141.688721,65.794667
3402,C_3402,I,A,USD,true,1,0,1000000,56145.32,,bank,Tammy,Wilson,9250 Ho Square,North Bonnie,WA,US,50858,Female,1940-10-03,717-59-5315,-104.671582,-67.3199735
3403,C_3403,I,A,USD,false,1,0,1000000,64914.20,,bank,Crystal,Brown,940 Luis Lock Suite 535,Hahnhaven,IL,US,60850,Female,1994-01-08,716-53-6630,-153.066670,45.337104
3404,C_3404,I,A,USD,false,1,0,1000000,92252.39,,bank,Tanya,Morrow,40888 Jones Isle Apt. 634,Johnstad,NH,US,47615,Female,1948-06-04,333-59-2301,98.738929,-48.400520
3405,C_3405,I,A,USD,false,1,0,1000000,72396.98,,bank,Edward,Odonnell,41187 Watson Islands Suite 336,New Jamesview,IL,US,76767,Male,1963-01-29,627-75-3372,-44.732475,-27.1166775
3406,C_3406,I,A,USD,false,1,0,1000000,58747.03,,bank,Jeremy,Lee,56222 Charles Burg,Robleshaven,WY,US,22316,Male,1956-03-10,404-79-0756,-60.596608,-22.3843405
3407,C_3407,I,A,USD,true,1,0,1000000,95017.89,,bank,Amy,Delgado,23842 Hughes Cliffs Apt. 778,North Susan,CO,US,89736,Female,1958-01-12,168-79-8281,102.693264,10.993738
3408,C_3408,I,A,USD,true,1,0,1000000,54494.37,,bank,Andrew,White,8941 Hammond Glens,Lake Daniel,IN,US,64161,Male,1999-01-02,405-60-6588,58.455980,87.6016355
3409,C_3409,I,A,USD,false,1,0,1000000,74328.14,,bank,Barbara,Roberts,91992 Jerome Views Apt. 660,North Bobbyland,SD,US,45431,Female,2015-12-06,149-38-7257,67.064179,-72.739648
3410,C_3410,I,A,USD,true,1,0,1000000,83455.71,,bank,Cassandra,Thomas,4352 Justin Spurs,Turnerport,VT,US,78675,Female,1966-07-03,887-97-5518,-109.767314,-49.4217495
3411,C_3411,I,A,USD,false,1,0,1000000,58810.02,,bank,James,Perkins,80478 Ryan Parkways Apt. 654,Shermanshire,GA,US,67403,Male,1996-02-07,620-04-1326,146.051100,39.727989
3412,C_3412,I,A,USD,false,1,0,1000000,95324.38,,bank,James,Cantrell,09425 Ramos Centers,Jonesstad,CT,US,73854,Male,1914-02-20,840-54-0475,-60.043458,23.283404
3413,C_3413,I,A,USD,false,1,0,1000000,96796.87,,bank,Jessica,White,4866 Lindsey Extensions Apt. 932,Morganview,NH,US,26973,Female,1929-12-29,639-19-8275,32.419537,73.2346695
3414,C_3414,I,A,USD,false,1,0,1000000,54102.42,,bank,Erika,Wilson,789 Scott Mission,East Joseph,VT,US,40763,Female,1944-04-12,168-89-7267,-153.145285,16.5973625
3415,C_3415,I,A,USD,false,1,0,1000000,53282.86,,bank,Benjamin,Chapman,3646 Lara River Apt. 340,Lake Lauriefurt,VI,US,57675,Male,1982-12-30,865-52-7395,-69.000186,-22.4524515
3416,C_3416,I,A,USD,false,1,0,1000000,92114.22,,bank,Willie,Moore,12965 White Neck Apt. 232,Lake Roy,CO,US,56722,Male,1920-12-23,337-96-5157,22.761910,-64.029044
3417,C_3417,I,A,USD,false,1,0,1000000,50579.98,,bank,Vanessa,Warner,475 Robbins Burg Suite 599,Kevinfort,WV,US,94565,Female,1980-01-19,396-22-5410,-101.372019,-37.6482695
3418,C_3418,I,A,USD,false,1,0,1000000,54491.37,,bank,Steven,Green,7521 Vicki Circles,Sanchezport,NV,US,59961,Male,1953-11-10,143-59-8508,61.980560,22.9683975
3419,C_3419,I,A,USD,false,1,0,1000000,76371.00,,bank,Denise,Smith,9927 Michelle Cape Suite 762,East Sarah,OH,US,63027,Female,2013-08-28,084-20-9357,177.057406,-58.326783
3420,C_3420,I,A,USD,false,1,0,1000000,53754.06,,bank,Bethany,Johnson,943 Robinson Loaf Suite 449,North Melissa,NY,US,48776,Female,1927-09-21,273-80-2620,147.187232,31.333728
3421,C_3421,I,A,USD,false,1,0,1000000,99642.68,,bank,Misty,Patterson,5155 Bowman Meadows,Ortegachester,KS,US,13350,Female,1908-07-25,340-74-8568,-131.191043,-39.9602565
3422,C_3422,I,A,USD,false,1,0,1000000,88788.79,,bank,Jennifer,Stanton,00459 Jacobs Point,Port Anthony,MP,US,62154,Female,1954-03-27,461-69-6478,-25.478794,-17.0571745
3423,C_3423,I,A,USD,false,1,0,1000000,50477.60,,bank,Michael,Wright,406 Nicole Walk Suite 258,Port Nancybury,NE,US,66222,Male,1959-05-31,292-70-0451,56.853416,76.778191
3424,C_3424,I,A,USD,false,1,0,1000000,70256.63,,bank,Luke,Meyer,9382 Perkins Green,East Rachel,OR,US,33800,Male,2023-10-18,288-52-9932,-163.248149,50.4211575
3425,C_3425,I,A,USD,false,1,0,1000000,56275.20,,bank,Pamela,Duncan,7910 Norman Underpass,Solomonchester,IL,US,58323,Female,2003-10-20,256-55-1328,-121.223152,79.864251
3426,C_3426,I,A,USD,false,1,0,1000000,65090.34,,bank,Carrie,Myers,169 Nicole Plains Apt. 409,Haydenstad,HI,US,87995,Female,2020-12-20,519-23-1818,69.808171,-87.481788
3427,C_3427,I,A,USD,false,1,0,1000000,92011.28,,bank,Dillon,Burton,25187 Amanda Mountain,Cummingsfurt,AZ,US,12951,Male,1937-01-23,598-42-8186,-108.622165,22.1853465
3428,C_3428,I,A,USD,false,1,0,1000000,57592.16,,bank,Christopher,Thompson,7877 Christina Summit Suite 206,Port Philipfort,WV,US,06759,Male,1969-06-02,863-56-0562,-84.727751,-45.1671595
3429,C_3429,I,A,USD,false,1,0,1000000,91207.66,,bank,Darren,Charles,66290 Davis Creek,East Amandatown,ID,US,12793,Male,1995-04-03,783-31-6005,167.105563,87.2973375
3430,C_3430,I,A,USD,false,1,0,1000000,57463.72,,bank,Shawn,Gomez,2183 Good Greens Apt. 133,Jacobtown,GA,US,80280,Male,1941-08-21,885-71-8674,3.135450,-35.2460955
3431,C_3431,I,A,USD,false,1,0,1000000,84742.18,,bank,Ruth,Conway,0958 Douglas Knolls Suite 821,Andreachester,VI,US,33710,Female,2018-07-23,458-77-1118,-48.670227,-8.571507
3432,C_3432,I,A,USD,false,1,0,1000000,94763.98,,bank,Tanya,Figueroa,06621 Lawrence Key,Wendyborough,FL,US,29452,Female,2019-06-14,877-18-9888,-173.486578,83.605810
3433,C_3433,I,A,USD,false,1,0,1000000,89454.59,,bank,Toni,Williamson,38654 Harris Street,Kristenmouth,MT,US,84198,Female,2017-10-27,194-88-5945,129.674899,-3.922698
3434,C_3434,I,A,USD,false,1,0,1000000,54145.08,,bank,Laura,Fletcher,5192 Mark Centers,West Andreamouth,AK,US,52399,Female,1963-03-30,156-55-6051,-126.627836,-28.8403695
3435,C_3435,I,A,USD,false,1,0,1000000,80046.43,,bank,Johnny,Hughes,192 Jose Shoals Apt. 800,South Samanthatown,IL,US,78460,Male,2023-07-14,801-18-7588,135.257932,3.6284305
3436,C_3436,I,A,USD,false,1,0,1000000,82491.75,,bank,Kimberly,Horne,332 Randolph Mountain Apt. 797,Lake Crystalfurt,DE,US,74068,Female,1919-01-28,064-64-9418,45.915091,-35.0160995
3437,C_3437,I,A,USD,false,1,0,1000000,96746.64,,bank,Sergio,Hamilton,598 French Prairie Suite 868,Deniseview,NJ,US,87987,Male,1974-07-13,310-70-5745,-10.388036,-50.3188305
3438,C_3438,I,A,USD,false,1,0,1000000,77193.41,,bank,Joseph,Ray,4568 Mark Plains Suite 709,Brandonborough,MO,US,24108,Male,2010-12-13,732-25-3085,31.001735,71.924679
3439,C_3439,I,A,USD,true,1,0,1000000,58272.81,,bank,Tracey,Klein,4933 Courtney Greens,North Crystal,IA,US,66901,Female,1940-11-22,043-56-0007,24.244720,21.7298085
3440,C_3440,I,A,USD,false,1,0,1000000,51331.56,,bank,Breanna,Golden,82509 Marshall Well,West Ronaldchester,MA,US,24483,Female,1908-05-26,262-37-8152,158.589078,44.8249735
3441,C_3441,I,A,USD,false,1,0,1000000,75322.93,,bank,Darrell,King,0522 Strickland Flats,New Teresa,MS,US,35863,Male,1946-04-06,237-87-4816,-125.377702,-58.7328755
3442,C_3442,I,A,USD,false,1,0,1000000,91530.84,,bank,Spencer,Rocha,036 Flores Spurs Suite 866,Port Tommy,IA,US,38574,Male,1988-01-22,080-48-5984,-45.621323,-12.2562905
3443,C_3443,I,A,USD,false,1,0,1000000,75612.82,,bank,Abigail,Smith,89069 Jamie Stravenue,Stephenside,MP,US,93891,Female,1918-01-22,361-25-5672,-39.240994,-53.979317
3444,C_3444,I,A,USD,false,1,0,1000000,92641.65,,bank,Tanya,Jennings,56157 Logan Rapids Apt. 294,New Lindsayhaven,CO,US,95320,Female,1909-08-25,579-31-8305,168.084636,-57.184085
3445,C_3445,I,A,USD,false,1,0,1000000,54830.86,,bank,Sharon,Perez,9904 Brian Road Suite 220,Alyssaland,MT,US,56215,Female,1949-05-21,049-72-7753,23.281938,-44.8270965
3446,C_3446,I,A,USD,false,1,0,1000000,97135.13,,bank,Taylor,Martinez,311 Tina Ramp,Christopherton,MA,US,52904,Male,1931-05-16,169-64-8328,157.074269,-80.6466035
3447,C_3447,I,A,USD,false,1,0,1000000,61502.69,,bank,Cody,Bishop,2121 Diana Walks Suite 007,Woodsside,PW,US,93695,Male,1914-01-17,468-43-8233,-177.573878,80.6705535
3448,C_3448,I,A,USD,false,1,0,1000000,94666.94,,bank,Scott,Salas,145 Jeremy Prairie Apt. 806,Mariabury,MA,US,71186,Male,1926-05-21,074-41-5868,179.450673,18.5423005
3449,C_3449,I,A,USD,false,1,0,1000000,82946.71,,bank,Anthony,Wong,14064 Michelle Gateway,Richardsport,MS,US,15753,Male,1920-10-17,307-49-1991,108.165253,-14.049354
3450,C_3450,I,A,USD,false,1,0,1000000,51890.05,,bank,Larry,King,2318 Edwards Shores,Port Madisontown,TX,US,00760,Male,1954-06-03,182-58-5594,45.572868,-19.2660525
3451,C_3451,I,A,USD,false,1,0,1000000,91560.39,,bank,Heather,Cox,1607 Erica Branch Suite 848,Johnsonstad,NE,US,23802,Female,1974-10-27,014-97-2663,-9.659657,-86.0046595
3452,C_3452,I,A,USD,false,1,0,1000000,85893.04,,bank,Michael,Myers,9592 Murphy Walk Suite 353,Port Lawrencebury,ID,US,52106,Male,1950-08-20,842-22-3894,-15.685017,-36.857184
3453,C_3453,I,A,USD,false,1,0,1000000,55257.50,,bank,Ryan,Cobb,1138 Moss Port,North Kimberlyton,ID,US,57655,Male,1944-02-12,677-73-6296,89.100105,29.470055
3454,C_3454,I,A,USD,false,1,0,1000000,96209.24,,bank,Ryan,Romero,02690 Laura Tunnel Suite 693,West Samantha,MS,US,34137,Male,1920-01-07,898-65-2946,-145.021754,69.6370515
3455,C_3455,I,A,USD,false,1,0,1000000,59785.13,,bank,Jennifer,Warren,9401 Clark Divide Suite 822,Dennisland,CO,US,98067,Female,1908-11-09,756-85-4643,27.333966,-15.4160775
3456,C_3456,I,A,USD,false,1,0,1000000,78508.89,,bank,Andrew,Woods,64247 Nash Isle Apt. 346,East Sean,UT,US,54572,Male,1914-11-02,122-44-1554,-151.312456,53.726412
3457,C_3457,I,A,USD,false,1,0,1000000,54570.45,,bank,Kyle,Andrews,53962 Avila Ramp Suite 918,Brittanyville,UT,US,51583,Male,1984-01-04,771-20-2663,-17.231870,-89.557989
3458,C_3458,I,A,USD,false,1,0,1000000,68329.51,,bank,Jillian,Nelson,642 Emily Ford Apt. 816,South Luisfort,TX,US,35585,Female,1954-04-08,653-56-4595,-22.620648,-48.1150005
3459,C_3459,I,A,USD,false,1,0,1000000,94514.73,,bank,James,Simmons,123 Ryan Fords Apt. 355,Brettberg,WA,US,29898,Male,1986-01-03,225-72-1478,155.783366,68.243402
3460,C_3460,I,A,USD,false,1,0,1000000,62144.04,,bank,Jasmine,Warren,495 Ortiz Throughway Apt. 271,Thompsonland,NV,US,29764,Female,1989-09-11,887-08-3729,177.273927,15.380148
3461,C_3461,I,A,USD,false,1,0,1000000,69301.10,,bank,Michael,Richards,98558 Jennifer Cliff Apt. 397,West Sabrinaport,MO,US,28771,Male,2013-07-05,836-21-4472,20.727335,13.409574
3462,C_3462,I,A,USD,false,1,0,1000000,97109.28,,bank,Nathan,Wagner,0811 Denise Point Apt. 798,New Davidbury,AK,US,62940,Male,1998-07-26,127-53-4894,73.958697,-42.8861205
3463,C_3463,I,A,USD,false,1,0,1000000,53185.96,,bank,Claudia,Miller,86341 Thompson Stravenue Suite 873,Port Matthewmouth,AZ,US,03463,Female,1995-02-20,842-29-4483,146.194627,-21.5802345
3464,C_3464,I,A,USD,false,1,0,1000000,87392.47,,bank,Jessica,Wiley,622 Phillips Brooks Apt. 807,Susanstad,SD,US,31846,Female,1946-02-10,856-59-3650,31.307987,37.7939085
3465,C_3465,I,A,USD,false,1,0,1000000,52197.14,,bank,Gregory,Nixon,52981 Christopher Groves,South Isaiahshire,WI,US,03041,Male,2014-04-19,749-09-7966,-127.099595,42.498539
3466,C_3466,I,A,USD,false,1,0,1000000,80886.94,,bank,Michelle,Bradford,99842 Buchanan Crescent,New Anthony,SC,US,45027,Female,2004-07-03,047-12-6275,-59.991425,-3.7553975
3467,C_3467,I,A,USD,false,1,0,1000000,62073.49,,bank,Pamela,Mccarthy,68525 David Fall,Brandonfort,NY,US,72857,Female,1981-09-28,473-12-1585,-122.055971,-8.7747045
3468,C_3468,I,A,USD,false,1,0,1000000,83850.18,,bank,Elizabeth,Thomas,2929 Terri Well Suite 328,West Raymondburgh,GU,US,84563,Female,1972-01-24,054-85-1694,173.199066,77.9042555
3469,C_3469,I,A,USD,false,1,0,1000000,91588.74,,bank,Michael,Reid,964 Adams Corner Suite 105,Port Sarah,WA,US,91657,Male,1989-10-20,526-09-3298,174.053326,-86.520844
3470,C_3470,I,A,USD,false,1,0,1000000,80172.09,,bank,Sean,Mills,474 Brown Course,Tylerbury,DC,US,28281,Male,1969-03-30,873-13-0692,-162.431259,22.0384445
3471,C_3471,I,A,USD,false,1,0,1000000,78684.93,,bank,Gerald,Case,047 Lopez Estate,West Taylor,AR,US,22599,Male,1990-05-14,539-66-3293,-157.181601,-14.7149465
3472,C_3472,I,A,USD,false,1,0,1000000,64628.14,,bank,David,Parks,1281 Mitchell Lake,Loganborough,MA,US,02351,Male,2013-03-19,849-77-9013,42.948849,39.6426845
3473,C_3473,I,A,USD,false,1,0,1000000,78936.92,,bank,Gerald,Delgado,817 Sanders Courts Apt. 048,Millerbury,AL,US,52973,Male,1950-01-09,777-08-2091,-91.766902,0.2819475
3474,C_3474,I,A,USD,false,1,0,1000000,75341.85,,bank,Steven,Pearson,881 Manning Run,South Nicolefurt,AK,US,39983,Male,1979-09-10,730-21-2040,-35.615676,-75.927560
3475,C_3475,I,A,USD,false,1,0,1000000,95924.75,,bank,Alexandra,Chang,8504 Jermaine Plains,East Catherinebury,WA,US,22077,Female,1959-05-18,445-30-5094,-43.266444,37.1964625
3476,C_3476,I,A,USD,false,1,0,1000000,62322.50,,bank,Charles,Wheeler,6104 William Landing Suite 831,New Williamborough,UT,US,85776,Male,1941-08-26,585-28-1586,109.173241,48.098850
3477,C_3477,I,A,USD,false,1,0,1000000,77304.39,,bank,Stephen,Garcia,188 Michael Plain Apt. 059,Gibbsside,IN,US,84660,Male,1962-07-21,012-91-0462,159.758652,16.850559
3478,C_3478,I,A,USD,false,1,0,1000000,94624.75,,bank,Jasmine,Miller,311 Allen Lake,Tommyshire,WI,US,85220,Female,1986-01-01,855-45-4677,149.886348,29.8679065
3479,C_3479,I,A,USD,false,1,0,1000000,69383.30,,bank,Samuel,Nguyen,8011 Stanley Stravenue Suite 032,Port Brandon,TX,US,48094,Male,1990-05-22,010-69-3718,138.074277,-16.379311
3480,C_3480,I,A,USD,false,1,0,1000000,74220.85,,bank,David,Jenkins,37313 Brian Harbor,Perkinsside,SC,US,17289,Male,1931-10-10,598-94-3411,54.833833,57.9800185
3481,C_3481,I,A,USD,false,1,0,1000000,79120.98,,bank,Adrian,Bradshaw,6101 Wells Alley Suite 100,Gonzalesfort,NJ,US,16821,Male,1921-06-22,335-43-4160,63.806086,65.966279
3482,C_3482,I,A,USD,false,1,0,1000000,82978.48,,bank,Thomas,Hartman,1285 Miller Key Apt. 224,Patriciachester,IN,US,17858,Male,1953-06-14,317-37-8447,108.975083,83.564672
3483,C_3483,I,A,USD,false,1,0,1000000,83946.06,,bank,Michael,Wagner,56278 Kelly Street Apt. 446,Waltonfort,MA,US,87930,Male,1949-11-08,131-31-4249,84.816634,21.2303075
3484,C_3484,I,A,USD,false,1,0,1000000,52566.87,,bank,Tasha,Bradley,706 Nicholas Fork Apt. 773,Ronaldfurt,IA,US,47590,Female,1924-12-30,875-60-7261,-99.665963,-21.3445495
3485,C_3485,I,A,USD,false,1,0,1000000,99669.09,,bank,Mark,Robertson,113 Eric Lane,East Kristine,VA,US,71722,Male,2004-03-20,150-53-7975,137.267774,11.022366
3486,C_3486,I,A,USD,false,1,0,1000000,93854.03,,bank,Charles,Sharp,21901 Kurt Inlet Apt. 715,New Christina,IL,US,50386,Male,2023-07-12,011-88-1698,41.647122,-34.5050025
3487,C_3487,I,A,USD,false,1,0,1000000,82257.17,,bank,Jose,Rivas,6894 Allison Forest Suite 005,Cynthiamouth,SD,US,04564,Male,1977-01-14,724-70-3202,-18.454067,86.0876495
3488,C_3488,I,A,USD,false,1,0,1000000,51478.39,,bank,George,Mcpherson,128 Suarez Creek Suite 382,Robinsonmouth,KY,US,92241,Male,2014-07-21,149-30-3886,94.571851,83.508190
3489,C_3489,I,A,USD,false,1,0,1000000,65792.31,,bank,Jason,Brooks,634 Clark Crossing Apt. 066,Samanthaville,HI,US,48877,Male,2001-01-20,411-79-1936,-6.620598,68.125827
3490,C_3490,I,A,USD,false,1,0,1000000,96680.46,,bank,Regina,Hicks,44895 Jackson Club,Whiteshire,MI,US,90041,Female,1950-03-17,289-25-3422,-175.689943,-53.9015995
3491,C_3491,I,A,USD,false,1,0,1000000,51277.32,,bank,Samuel,White,929 Kyle River,Danielmouth,GA,US,97343,Male,1956-09-24,898-77-7398,17.880913,-77.224970
3492,C_3492,I,A,USD,false,1,0,1000000,82895.15,,bank,Teresa,Wilcox,886 Steven Keys,Houstonberg,MN,US,97492,Female,1996-05-11,528-47-4805,-139.409629,-50.623368
3493,C_3493,I,A,USD,false,1,0,1000000,70023.60,,bank,Jennifer,Brown,665 Melissa Islands,West Robert,WV,US,13519,Female,1937-08-05,248-15-5885,-38.945950,83.7020225
3494,C_3494,I,A,USD,false,1,0,1000000,64138.95,,bank,Tiffany,Long,61889 Rivas Isle Apt. 444,Lake Johnside,NM,US,84728,Female,1917-04-07,737-98-9333,147.192048,9.3940325
3495,C_3495,I,A,USD,false,1,0,1000000,73210.03,,bank,David,Martin,0771 Vanessa Green Apt. 482,Lisabury,FM,US,25100,Male,1915-09-05,377-25-5496,175.892775,34.6156645
3496,C_3496,I,A,USD,false,1,0,1000000,89802.17,,bank,Tommy,Ashley,87496 Lee Burg,Kevinfurt,GU,US,87799,Male,1981-02-12,622-05-8736,-174.169858,16.383791
3497,C_3497,I,A,USD,false,1,0,1000000,72569.84,,bank,Jaime,Rios,500 Dustin Roads,Romeroville,IL,US,50225,Female,2005-09-12,322-59-9201,169.767701,39.5259545
3498,C_3498,I,A,USD,false,1,0,1000000,84348.57,,bank,Anthony,Holmes,42525 Martinez Mountains,Janiceport,PR,US,94397,Male,2023-12-15,269-88-6145,-71.791098,-5.808271
3499,C_3499,I,A,USD,false,1,0,1000000,51219.79,,bank,Alejandro,Johnson,91356 Jones Gardens Apt. 610,Tracyport,WY,US,43971,Male,1966-07-03,242-18-9708,-176.209195,85.5992325
3500,C_3500,I,A,USD,false,1,0,1000000,77844.78,,bank,David,Charles,58519 Parker Ferry Apt. 152,Lake Kenneth,MI,US,71553,Male,1968-06-10,494-15-2274,-131.711992,-65.801608
3501,C_3501,I,A,USD,false,1,0,1000000,87992.45,,bank,Jennifer,Gonzalez,53224 Olivia Green,Kellyberg,NJ,US,69053,Female,2007-01-15,288-74-4461,-79.704234,-64.920103
3502,C_3502,I,A,USD,false,1,0,1000000,57242.47,,bank,Shannon,Richardson,32293 Bradley Port Apt. 554,Dustinstad,MO,US,91364,Female,1973-08-31,271-34-2986,174.075448,62.004792
3503,C_3503,I,A,USD,false,1,0,1000000,73226.56,,bank,Samuel,Young,8135 Dana Vista,West Nicole,DC,US,18629,Male,2003-08-25,041-31-3468,10.336451,22.513863
3504,C_3504,I,A,USD,false,1,0,1000000,62878.91,,bank,Timothy,Smith,3256 Duffy Trail,Mooreton,MD,US,73004,Male,2021-06-22,304-81-9011,-97.040727,-0.524324
3505,C_3505,I,A,USD,false,1,0,1000000,52949.73,,bank,Janet,Berg,82779 Tate Forge,South Matthew,GA,US,10171,Female,1981-05-22,837-17-8593,-134.465781,-49.196893
3506,C_3506,I,A,USD,false,1,0,1000000,96549.96,,bank,Gregory,Ball,798 Murphy Spur Apt. 940,Robertborough,VA,US,82996,Male,1989-11-07,255-62-6730,-45.593462,48.002218
3507,C_3507,I,A,USD,false,1,0,1000000,77020.65,,bank,Richard,Collins,984 Kristina Place,Port Tammyton,WA,US,55879,Male,1979-05-15,118-22-6169,103.112221,-48.475682
3508,C_3508,I,A,USD,false,1,0,1000000,76251.59,,bank,Nancy,Barnes,6547 Collier Garden,Murphytown,FM,US,52004,Female,1965-02-09,699-05-4744,-38.623291,29.3266445
3509,C_3509,I,A,USD,false,1,0,1000000,67619.74,,bank,Ana,Frey,43756 Tara Rapids Apt. 586,Martinbury,DE,US,48936,Female,1984-12-08,127-83-1275,-33.111665,47.4374715
3510,C_3510,I,A,USD,false,1,0,1000000,66149.73,,bank,Douglas,Mills,334 Lydia Orchard Apt. 154,Lake Michael,PW,US,64866,Male,1923-06-06,674-11-4743,-46.487150,60.3248585
